Date,Close,High,Low,Open,Volume,log_return,pct_return,overnight_gap,intraday_range
2016-05-02,344.40509033203125,350.0345023850651,343.2503329294392,350.0345023850651,1076011,,,,0.019698226437610024
2016-05-03,337.1878356933594,348.879694900157,335.60004173958026,344.40504089206,1721645,-0.021178401714027226,-0.020955714190269203,-1.4355180170979517e-07,0.039383547550788094
2016-05-04,337.0074462890625,340.00258240343805,331.77497188768604,334.8783616880916,1379336,-0.0005351250992772064,-0.0005349819453774884,-0.0068492210002735945,0.024413735086123062
2016-05-05,345.956787109375,347.8693423667316,335.6000917023448,336.8991800214489,1484568,0.02620884858900976,0.026555320717264852,-0.0003212577906089869,0.03546469131853695
2016-05-06,341.40997314453125,345.7042201802192,339.49741766756574,342.96169029157073,948747,-0.013229852085536677,-0.01314272225393942,-0.008657430434678424,0.018179909788475553
2016-05-09,345.4154968261719,346.8950153029074,342.0955775336811,342.8894746291932,827632,0.011664008598957993,0.011732298399920849,0.004333504001172338,0.013894679924107712
2016-05-10,348.37457275390625,350.46755827105466,343.2864288659161,346.02898059973705,2296911,0.008530228380322614,0.008566714449477875,0.001776074840886222,0.020613242087020377
2016-05-11,342.0234069824219,349.0241060023602,340.2912818509919,344.9102895431938,1749723,-0.018399083214584132,-0.018230853421012605,-0.009944133360041827,0.025532826037889134
2016-05-12,347.2919921875,349.60148509627317,340.29129293944266,340.29129293944266,1123199,0.015286725959382469,0.0154041656141648,-0.0050643143352707455,0.02680796668586593
2016-05-13,346.28155517578125,348.95193036089483,343.6833784850574,347.8693493980379,1078921,-0.0029137147182781717,-0.002909473971323906,0.0016624547168545176,0.015214647725498928
2016-05-16,351.4418640136719,357.1795297160563,344.87420197982107,345.7041762861221,1732776,0.014792116154148298,0.014902060940759965,-0.0016673683048640925,0.035013835846706504
2016-05-17,349.1684265136719,356.45780916750556,347.72498527628557,352.9213825409423,868879,-0.0064899003348142794,-0.006468886415625041,0.004209852834188492,0.02501034809594405
