Date,Close,High,Low,Open,Volume,log_return,pct_return,overnight_gap,intraday_range
2016-05-02,142.71084594726562,144.01236962152177,141.49873645824408,141.9160178160913,6482800,,,,0.017613469716285784
2016-05-03,140.5747833251953,143.6547220091229,138.89571259372084,142.86983876143765,6790965,-0.015080914000726682,-0.01496776652042009,0.001114090615304561,0.03385393384809935
2016-05-04,141.60801696777344,143.18772811857028,140.0481806880798,140.29656351657306,10556840,0.007323183830555022,0.007350063917138883,-0.0019791587227891397,0.02217068989254296
2016-05-05,140.91253662109375,142.12464593837973,139.89913051842703,141.8563882605978,4879865,-0.004923406405025611,-0.004911306305757868,0.0017539352512852193,0.015793594191956046
2016-05-06,139.6805877685547,141.08147080013188,138.31945448600672,140.296587597809,3336315,-0.008781090208497832,-0.008742649036626915,-0.0043711442434749125,0.01977380220293543
2016-05-09,141.8464813232422,142.27369254569155,139.67064514542744,139.69052001812548,9426675,0.015387055282828445,0.015506045537811541,7.110687125151954e-05,0.01835115947876235
2016-05-10,143.63485717773438,145.05559995524848,141.35966153810227,142.62145079623616,7884015,0.012529009834235333,0.012607826699746028,0.005463438118200195,0.02573148670014577
2016-05-11,145.36358642578125,146.4465320857543,141.87629643629074,142.63137489313593,20587085,0.011963731333532414,0.012035583019431861,-0.006986342342769449,0.031440030903454694
2016-05-12,144.4097900390625,147.787790617719,143.2672198726893,146.18820451286498,13928815,-0.006583074283068799,-0.006561453319712474,0.005672796794297332,0.031303769251425986
2016-05-13,140.73373413085938,144.83702417096796,140.48535125017654,144.45947734110192,7147530,-0.025785327551149678,-0.025455725039201016,0.0003440715620871403,0.030921320660369067
2016-05-16,142.7207794189453,143.06852147267026,139.69052077971105,140.7039118915472,12194845,0.014020435328291283,0.014119182585166978,-0.00021190540772869748,0.023668597570108252
2016-05-17,140.8628692626953,144.06204132421925,140.6840409020301,142.86980677286334,12358385,-0.013103271276367384,-0.013017797154794453,0.0010441882010787764,0.02398077250499224
2016-05-18,140.8628692626953,141.80672098418185,139.1440643248232,140.6840409020301,5739560,0.0,0.0,-0.0012695209291223811,0.01890247354249937
2016-05-19,140.29660034179688,141.18084283692656,139.4222877047828,140.7337415002152,4820755,-0.004028103249494953,-0.004020001323715827,-0.0009166912697150405,0.012534552710895944
2016-05-20,139.5216064453125,141.2205518002542,139.1440748242812,141.0615831387221,3002500,-0.005539281285645228,-0.005523967755428849,0.005452611075831867,0.014882834486190594
